clientnum,attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,income_category_min,income_category_max
711419133,Existing Customer,56,M,4,Graduate,Single,Blue,36,3,2,3,3057.0,1077,1980.0,0.934,4449,77,0.878,0.352,0,40000
710691633,Existing Customer,58,F,1,High School,Married,Blue,43,4,1,4,1957.0,1152,805.0,0.899,4546,78,0.5,0.589,0,40000
715008858,Existing Customer,51,F,3,Unknown,Single,Blue,41,5,1,2,2941.0,655,2286.0,0.616,4099,66,0.571,0.223,0,40000
771215583,Existing Customer,39,M,3,High School,Single,Blue,26,6,1,4,24534.0,1475,23059.0,0.528,3505,60,0.935,0.06,60000,60000
827408058,Existing Customer,44,F,3,Graduate,Married,Blue,40,6,2,2,2232.0,2002,230.0,1.107,3803,68,0.511,0.897,0,40000
713904708,Existing Customer,40,F,3,Graduate,Married,Blue,36,6,1,3,7582.0,1942,5640.0,0.823,4926,85,0.635,0.256,0,40000
807596358,Existing Customer,49,M,2,Uneducated,Married,Blue,44,6,2,2,13884.0,1204,12680.0,0.575,4650,70,0.556,0.087,80000,80000
717888108,Existing Customer,47,F,3,Doctorate,Single,Blue,35,3,3,2,2872.0,2517,355.0,0.606,3635,62,0.824,0.876,40000,40000
716853258,Existing Customer,64,M,1,Graduate,Single,Blue,45,5,3,2,4417.0,0,4417.0,0.904,4253,72,0.895,0.0,0,40000
719455083,Existing Customer,48,F,3,Uneducated,Single,Blue,39,4,3,4,2991.0,1508,1483.0,0.703,3734,64,0.882,0.504,0,40000
779299233,Existing Customer,52,F,3,Graduate,Single,Silver,34,3,2,2,13109.0,1375,11734.0,0.742,3563,73,0.553,0.105,0,40000
771922008,Existing Customer,57,F,2,Unknown,Single,Blue,46,5,2,2,5443.0,1889,3554.0,0.421,4416,64,0.6,0.347,0,40000
708887433,Existing Customer,65,M,0,Graduate,Single,Blue,56,6,1,3,2717.0,0,2717.0,0.736,3150,59,0.475,0.0,0,40000
713214558,Existing Customer,52,M,2,Graduate,Married,Blue,41,4,3,3,2628.0,2195,433.0,0.635,3608,68,0.417,0.835,60000,60000
718038483,Existing Customer,42,M,3,Uneducated,Single,Blue,35,5,1,4,16054.0,0,16054.0,0.446,3449,75,0.705,0.0,80000,80000
714053358,Existing Customer,37,M,2,High School,Single,Blue,31,6,3,4,3216.0,0,3216.0,0.683,4039,81,1.077,0.0,40000,40000
713730933,Attrited Customer,53,F,4,Graduate,Married,Blue,36,2,3,5,1438.3,0,1438.3,0.314,1739,44,0.467,0.0,0,40000
713079108,Existing Customer,51,F,0,Graduate,Married,Blue,42,5,3,2,1858.0,925,933.0,1.056,3660,72,0.6,0.498,0,40000
804426858,Existing Customer,35,F,1,Uneducated,Married,Blue,30,3,2,1,2593.0,1660,933.0,0.562,1974,33,1.062,0.64,0,40000
788379933,Existing Customer,41,M,3,Doctorate,Single,Blue,34,5,3,2,12420.0,0,12420.0,0.709,4422,70,0.628,0.0,60000,60000
713740533,Existing Customer,41,M,3,Graduate,Single,Blue,29,5,3,3,2775.0,1664,1111.0,0.809,2478,52,0.926,0.6,60000,60000
712235433,Attrited Customer,43,F,1,Graduate,Single,Blue,36,2,3,2,2886.0,0,2886.0,0.587,2326,50,0.429,0.0,0,40000
811705233,Existing Customer,45,M,2,Unknown,Single,Blue,40,6,4,3,7037.0,0,7037.0,0.583,4099,71,0.69,0.0,40000,40000
714594933,Existing Customer,44,F,2,Graduate,Divorced,Blue,36,6,3,0,7065.0,990,6075.0,0.503,3758,65,0.711,0.14,0,40000
714377058,Attrited Customer,63,F,1,Unknown,Single,Blue,36,3,3,4,1896.0,0,1896.0,0.747,2186,50,0.562,0.0,0,40000
827114058,Existing Customer,46,M,4,Post-Graduate,Married,Blue,42,6,2,1,11634.0,0,11634.0,0.52,4447,74,0.574,0.0,60000,60000
708654933,Attrited Customer,51,F,2,Doctorate,Married,Platinum,42,3,2,3,15987.0,193,15794.0,0.435,2021,46,0.394,0.012,0,40000
801994458,Existing Customer,58,M,1,Unknown,Single,Blue,52,3,2,3,3880.0,2517,1363.0,0.673,3163,65,0.97,0.649,40000,40000
718834233,Existing Customer,38,F,2,College,Single,Blue,21,4,1,2,6899.0,0,6899.0,0.771,3848,71,0.69,0.0,0,40000
804833058,Attrited Customer,49,M,3,Unknown,Single,Blue,44,1,3,4,4384.0,0,4384.0,0.684,1832,49,0.581,0.0,80000,80000
712542258,Existing Customer,47,F,5,Unknown,Married,Blue,40,5,1,3,2950.0,2000,950.0,0.882,4742,79,0.837,0.678,0,40000
713639058,Attrited Customer,49,M,3,High School,Married,Blue,34,6,3,3,1511.0,0,1511.0,0.432,1329,35,0.591,0.0,60000,60000
718317258,Existing Customer,54,F,3,Uneducated,Single,Blue,47,3,3,3,7477.0,1960,5517.0,1.008,3618,76,0.583,0.262,0,40000
720362058,Attrited Customer,57,M,2,Uneducated,Single,Silver,49,4,3,3,32182.0,0,32182.0,0.52,1937,46,0.704,0.0,60000,60000
712606158,Existing Customer,47,M,4,Uneducated,Married,Blue,42,4,1,2,5715.0,1214,4501.0,0.858,3685,63,0.658,0.212,60000,60000
713162358,Existing Customer,49,F,4,Unknown,Single,Blue,36,4,3,2,9595.0,509,9086.0,0.625,4050,72,0.5,0.053,40000,40000
710673558,Existing Customer,37,M,1,High School,Single,Blue,21,3,2,2,21952.0,1600,20352.0,0.878,4087,70,0.628,0.073,60000,60000
710096658,Existing Customer,45,F,3,Unknown,Married,Blue,39,4,3,3,2606.0,1978,628.0,0.443,2191,42,0.5,0.759,0,40000
721313808,Existing Customer,50,M,1,Doctorate,Single,Blue,41,6,1,2,2826.0,1741,1085.0,0.669,4488,73,0.825,0.616,80000,80000
778924158,Existing Customer,45,F,2,High School,Single,Blue,26,4,3,4,1438.3,0,1438.3,0.71,3749,77,0.604,0.0,0,40000
719602908,Attrited Customer,42,F,2,Post-Graduate,Single,Blue,34,3,3,3,5667.0,812,4855.0,0.62,2064,42,0.4,0.143,40000,40000
820383558,Existing Customer,45,M,4,High School,Married,Blue,40,6,2,3,6366.0,1344,5022.0,0.492,3258,58,0.758,0.211,80000,80000
717953283,Existing Customer,41,M,3,Graduate,Married,Blue,31,5,2,2,2122.0,1189,933.0,0.398,4379,45,1.143,0.56,60000,60000
811970808,Existing Customer,53,F,0,Graduate,Single,Blue,48,4,3,3,5972.0,1885,4087.0,0.973,3491,65,0.711,0.316,0,40000
718676283,Existing Customer,43,F,2,Uneducated,Married,Blue,34,6,2,3,8771.0,1662,7109.0,0.555,3779,72,0.756,0.189,0,40000
720439533,Existing Customer,64,F,0,Uneducated,Single,Blue,36,3,1,3,7112.0,1358,5754.0,0.553,4951,73,0.587,0.191,0,40000
793720908,Existing Customer,46,M,5,Uneducated,Single,Blue,40,6,2,2,7333.0,875,6458.0,0.807,3636,48,1.286,0.119,40000,40000
708937608,Existing Customer,37,F,4,High School,Single,Blue,18,4,1,2,2001.0,1366,635.0,0.86,4590,66,0.571,0.683,0,40000
769189083,Existing Customer,46,F,2,Graduate,Single,Blue,40,4,2,4,1438.3,639,799.3,0.768,4427,85,0.735,0.444,0,40000
713455233,Existing Customer,48,M,3,Graduate,Married,Blue,37,5,2,1,34516.0,1416,33100.0,0.491,4026,65,0.512,0.041,80000,80000
719563158,Existing Customer,48,M,2,High School,Married,Blue,36,6,3,2,4207.0,1921,2286.0,0.766,3850,75,0.562,0.457,40000,40000
753118533,Existing Customer,38,F,2,Doctorate,Single,Blue,31,6,3,2,1555.0,986,569.0,0.865,4686,75,0.667,0.634,0,40000
709713033,Attrited Customer,55,M,1,College,Single,Blue,48,3,3,3,6846.0,0,6846.0,0.62,1735,35,0.522,0.0,80000,80000
711608958,Existing Customer,50,M,1,Uneducated,Married,Blue,36,5,1,4,2071.0,1035,1036.0,0.754,4092,74,0.947,0.5,40000,40000
708633783,Attrited Customer,43,M,3,Uneducated,Single,Blue,30,3,2,4,11336.0,0,11336.0,0.691,1809,39,0.345,0.0,80000,80000
714532158,Existing Customer,55,M,1,Doctorate,Single,Blue,36,3,3,3,15221.0,1166,14055.0,0.839,3848,68,0.619,0.077,60000,60000
720950283,Attrited Customer,47,M,3,High School,Married,Blue,34,3,3,3,21359.0,0,21359.0,0.551,2064,63,0.853,0.0,80000,80000
809797158,Existing Customer,42,M,2,Uneducated,Single,Blue,37,3,3,4,19366.0,1592,17774.0,0.679,3627,66,1.0,0.082,80000,80000
713692683,Existing Customer,41,M,2,Uneducated,Married,Blue,13,4,2,2,2243.0,1944,299.0,0.942,3216,77,0.674,0.867,60000,60000
720868683,Existing Customer,50,F,4,Uneducated,Single,Blue,22,5,2,3,7853.0,1343,6510.0,0.491,1814,37,0.37,0.171,40000,40000
787532808,Existing Customer,41,M,4,Post-Graduate,Married,Silver,30,6,3,3,16386.0,2236,14150.0,1.004,3293,66,0.833,0.136,40000,40000
712114458,Existing Customer,49,F,3,Uneducated,Married,Blue,31,6,3,3,2960.0,1835,1125.0,0.532,3941,64,0.455,0.62,0,40000
789180933,Existing Customer,37,F,3,High School,Single,Blue,26,3,1,2,2917.0,2216,701.0,0.81,4524,67,0.489,0.76,0,40000
717151383,Existing Customer,44,F,1,Graduate,Married,Blue,36,3,3,3,2568.0,1603,965.0,0.432,3616,85,0.545,0.624,0,40000
712470033,Existing Customer,44,F,3,College,Single,Blue,30,6,3,3,4539.0,2053,2486.0,0.705,2960,67,0.861,0.452,0,40000
717840108,Attrited Customer,48,M,4,Unknown,Married,Blue,41,2,3,6,4806.0,1357,3449.0,0.573,1771,35,0.346,0.282,80000,80000
716039433,Existing Customer,48,F,2,High School,Single,Blue,35,4,6,1,1686.0,1271,415.0,1.087,3445,64,0.73,0.754,0,40000
710874933,Existing Customer,41,M,1,Graduate,Married,Blue,31,5,3,4,10239.0,2224,8015.0,0.545,2149,40,1.105,0.217,80000,80000
709229358,Existing Customer,46,F,5,Uneducated,Single,Blue,38,6,1,4,2601.0,1604,997.0,0.853,4835,80,0.702,0.617,0,40000
715016508,Attrited Customer,42,F,3,High School,Married,Blue,36,1,3,4,4527.0,0,4527.0,0.801,2441,37,0.37,0.0,40000,40000
818308533,Existing Customer,47,M,5,Post-Graduate,Married,Blue,41,4,2,1,3532.0,0,3532.0,0.82,3162,56,0.6,0.0,0,40000
760104333,Existing Customer,43,F,3,Graduate,Married,Silver,36,6,2,2,11392.0,0,11392.0,0.821,3246,63,0.703,0.0,0,40000
718201383,Existing Customer,49,M,1,College,Married,Blue,43,6,3,4,22036.0,1560,20476.0,0.555,2139,48,0.714,0.071,60000,60000
779450958,Existing Customer,43,F,4,Graduate,Married,Blue,25,5,3,2,2772.0,1782,990.0,0.718,4739,88,0.796,0.643,0,40000
717990183,Existing Customer,52,M,4,Uneducated,Married,Blue,36,5,2,2,7474.0,2444,5030.0,0.619,5100,79,0.717,0.327,80000,80000
710505483,Existing Customer,46,M,3,Uneducated,Married,Blue,36,4,3,3,11117.0,0,11117.0,0.814,3099,69,0.816,0.0,60000,60000
720964683,Existing Customer,60,M,0,High School,Single,Blue,36,5,3,2,5420.0,0,5420.0,0.81,3477,60,0.622,0.0,40000,40000
711478233,Existing Customer,38,F,1,Post-Graduate,Single,Blue,26,4,1,3,2652.0,2496,156.0,0.561,3691,58,1.071,0.941,0,40000
717096858,Existing Customer,51,M,2,Doctorate,Single,Blue,40,4,3,3,6492.0,719,5773.0,0.711,4828,78,0.529,0.111,40000,40000
719739108,Existing Customer,62,F,0,Graduate,Divorced,Blue,50,3,2,4,11352.0,2517,8835.0,0.751,4021,56,0.806,0.222,40000,40000
721501308,Existing Customer,41,M,3,High School,Single,Blue,33,6,3,1,7015.0,918,6097.0,0.957,4410,70,0.591,0.131,0,40000
715365183,Existing Customer,51,F,1,College,Married,Blue,42,4,2,2,2431.0,0,2431.0,0.886,3323,65,1.097,0.0,0,40000
715448058,Existing Customer,42,F,1,College,Married,Blue,36,6,4,1,3050.0,1824,1226.0,0.771,1973,50,1.381,0.598,0,40000
779008158,Existing Customer,54,F,4,Graduate,Single,Blue,43,3,1,4,2191.0,1655,536.0,1.008,4961,71,0.821,0.755,0,40000
712822758,Existing Customer,52,F,3,Uneducated,Married,Blue,33,6,3,3,5677.0,1403,4274.0,0.951,2730,58,0.758,0.247,0,40000
717466158,Existing Customer,48,F,2,Doctorate,Married,Blue,40,3,4,3,4176.0,1248,2928.0,0.434,4889,62,0.632,0.299,0,40000
798687258,Existing Customer,40,M,4,Graduate,Married,Blue,34,3,1,2,2577.0,1812,765.0,0.666,4134,62,0.824,0.703,0,40000
717380133,Existing Customer,65,M,0,High School,Single,Blue,36,6,4,1,3305.0,1909,1396.0,0.371,4218,72,0.636,0.578,40000,40000
709693833,Existing Customer,47,M,4,Graduate,Married,Blue,34,6,3,0,9261.0,1605,7656.0,0.571,2468,44,0.419,0.173,60000,60000
804847308,Existing Customer,64,F,0,Graduate,Single,Blue,56,6,2,1,1564.0,0,1564.0,0.516,4018,69,0.605,0.0,40000,40000
716321583,Existing Customer,50,F,3,Unknown,Single,Blue,36,5,3,3,12740.0,1173,11567.0,1.04,3441,55,0.719,0.092,40000,40000
781306758,Attrited Customer,58,M,2,Uneducated,Single,Blue,52,1,2,4,3091.0,2517,574.0,0.602,1844,49,0.633,0.814,80000,80000
743912958,Existing Customer,39,F,1,Graduate,Single,Blue,32,3,3,1,3812.0,1103,2709.0,0.757,4080,65,0.625,0.289,40000,40000
717442758,Existing Customer,51,F,4,High School,Married,Blue,43,5,3,2,8346.0,1452,6894.0,1.194,4141,79,0.612,0.174,40000,40000
714366708,Existing Customer,58,M,2,Unknown,Divorced,Blue,36,6,1,1,1490.0,1069,421.0,0.84,3790,85,0.889,0.717,60000,60000
711925608,Existing Customer,42,M,4,Graduate,Divorced,Blue,35,3,2,2,18274.0,1623,16651.0,0.681,3886,81,0.8,0.089,80000,80000
716931183,Existing Customer,45,M,5,Uneducated,Single,Blue,38,3,4,4,7560.0,788,6772.0,1.193,4296,68,0.7,0.104,80000,80000
719682183,Existing Customer,53,F,2,Unknown,Single,Blue,43,3,4,4,6188.0,2517,3671.0,0.713,1997,43,1.048,0.407,40000,40000
780307233,Existing Customer,44,F,2,Post-Graduate,Married,Blue,30,5,2,3,1924.0,1471,453.0,1.485,3521,58,1.0,0.765,0,40000
716434533,Attrited Customer,40,M,3,High School,Married,Blue,36,2,3,4,29149.0,0,29149.0,0.615,2106,56,0.697,0.0,80000,80000
716138958,Existing Customer,50,F,1,Uneducated,Married,Blue,33,6,4,4,3160.0,1180,1980.0,1.0,3740,68,0.7,0.373,0,40000
709276908,Existing Customer,38,F,2,High School,Single,Blue,25,6,2,3,1438.3,0,1438.3,0.783,3990,75,0.596,0.0,40000,40000
815767983,Existing Customer,45,M,0,Graduate,Married,Blue,40,4,3,3,1438.3,0,1438.3,0.555,4869,66,0.737,0.0,60000,60000
712812408,Attrited Customer,40,F,3,Unknown,Married,Blue,28,2,3,3,1535.0,0,1535.0,0.544,1921,41,0.464,0.0,0,40000
712403358,Existing Customer,55,F,2,College,Single,Blue,35,4,4,4,1438.3,696,742.3,0.888,4307,76,0.9,0.484,40000,40000
717826308,Existing Customer,49,F,5,Uneducated,Married,Blue,36,6,2,4,2331.0,1798,533.0,0.847,4061,66,0.692,0.771,0,40000
753443583,Existing Customer,43,F,1,High School,Single,Blue,36,5,2,1,8156.0,0,8156.0,0.663,3992,73,0.553,0.0,40000,40000
713585958,Attrited Customer,48,F,4,College,Married,Blue,36,2,3,2,5997.0,0,5997.0,0.406,1457,42,0.5,0.0,0,40000
712866933,Existing Customer,51,M,2,Graduate,Married,Blue,32,6,3,4,10824.0,0,10824.0,0.962,3700,73,0.738,0.0,60000,60000
719219883,Existing Customer,47,M,2,Uneducated,Married,Blue,36,4,1,2,9300.0,769,8531.0,0.68,3651,67,0.718,0.083,60000,60000
779170008,Existing Customer,51,F,2,High School,Single,Blue,32,4,1,2,5351.0,0,5351.0,0.763,4596,78,0.5,0.0,40000,40000
779727558,Existing Customer,49,F,4,College,Single,Blue,33,4,2,3,2097.0,1250,847.0,0.699,4148,71,0.543,0.596,0,40000
714373308,Existing Customer,53,F,1,Graduate,Single,Blue,46,6,4,4,2266.0,0,2266.0,0.565,3634,66,0.65,0.0,0,40000
715000383,Existing Customer,55,M,3,Uneducated,Single,Blue,46,4,2,3,13598.0,852,12746.0,0.785,4047,76,0.81,0.063,80000,80000
710493558,Attrited Customer,46,F,1,Post-Graduate,Married,Blue,38,3,2,2,1803.0,0,1803.0,0.415,1979,37,0.321,0.0,40000,40000
778839108,Existing Customer,50,F,3,High School,Married,Blue,31,3,1,4,6292.0,0,6292.0,0.515,3687,74,0.644,0.0,0,40000
712545183,Existing Customer,51,F,4,Uneducated,Single,Blue,37,4,4,2,1765.0,1487,278.0,0.738,3333,66,1.0,0.842,0,40000
779032308,Existing Customer,46,M,3,High School,Married,Blue,27,4,2,3,4964.0,2316,2648.0,0.793,3279,66,0.941,0.467,80000,80000
718811058,Existing Customer,40,M,3,Unknown,Married,Blue,36,6,2,2,5014.0,1887,3127.0,0.806,4391,66,0.571,0.376,80000,80000
717084708,Existing Customer,45,F,4,High School,Married,Blue,34,6,4,1,2484.0,1543,941.0,0.703,3802,68,0.447,0.621,0,40000
778247358,Existing Customer,65,M,1,Graduate,Single,Blue,56,5,3,2,7636.0,0,7636.0,0.801,3880,67,0.811,0.0,0,40000
710702733,Existing Customer,46,M,4,Graduate,Single,Blue,35,6,3,3,11096.0,0,11096.0,0.881,3949,69,0.683,0.0,80000,80000
773667708,Attrited Customer,50,M,1,Graduate,Divorced,Blue,44,3,4,3,7050.0,1008,6042.0,0.639,2176,39,0.56,0.143,60000,60000
717400533,Existing Customer,54,F,0,High School,Married,Blue,45,5,2,2,2704.0,789,1915.0,1.039,4839,92,0.769,0.292,0,40000
713586858,Existing Customer,40,M,3,Uneducated,Divorced,Blue,25,4,3,4,11721.0,1175,10546.0,0.779,4187,73,0.825,0.1,80000,80000
711393483,Existing Customer,49,F,4,Unknown,Divorced,Blue,36,4,3,1,2432.0,0,2432.0,1.293,4340,76,0.767,0.0,0,40000
812979408,Attrited Customer,39,F,0,Unknown,Married,Silver,34,3,0,3,15142.0,0,15142.0,0.761,2458,41,0.577,0.0,40000,40000
711877458,Existing Customer,51,F,3,College,Married,Blue,36,6,2,2,1936.0,0,1936.0,0.705,4072,72,0.756,0.0,0,40000
708615183,Existing Customer,44,M,2,Unknown,Married,Blue,34,4,4,4,3828.0,1146,2682.0,0.681,4558,90,0.636,0.299,60000,60000
718509858,Existing Customer,46,M,3,Graduate,Married,Blue,37,3,1,4,4786.0,0,4786.0,0.789,4347,69,0.683,0.0,80000,80000
718540308,Existing Customer,44,M,2,High School,Single,Blue,36,5,3,0,22143.0,730,21413.0,0.871,4263,62,0.632,0.033,80000,80000
778180158,Existing Customer,44,M,4,Doctorate,Divorced,Blue,34,5,1,4,7150.0,1887,5263.0,0.455,3636,69,0.643,0.264,80000,80000
778242708,Existing Customer,63,M,1,Unknown,Single,Silver,53,5,4,4,25502.0,1450,24052.0,0.797,4323,81,0.688,0.057,60000,60000
806947308,Attrited Customer,40,M,4,Post-Graduate,Married,Blue,35,3,4,3,20178.0,1553,18625.0,0.324,1735,44,0.375,0.077,60000,60000
714899283,Existing Customer,46,F,2,Unknown,Married,Blue,36,5,2,3,5258.0,1994,3264.0,0.725,3972,73,0.587,0.379,0,40000
708386958,Attrited Customer,47,F,3,Unknown,Married,Blue,34,3,3,2,1561.0,0,1561.0,0.502,1947,28,0.556,0.0,0,40000
710986758,Existing Customer,43,M,3,High School,Single,Blue,30,6,2,4,11550.0,1505,10045.0,1.034,3891,76,0.9,0.13,60000,60000
721440633,Existing Customer,55,F,1,High School,Single,Blue,36,5,2,3,7982.0,897,7085.0,0.778,4387,71,0.511,0.112,0,40000
711423558,Existing Customer,60,F,1,Post-Graduate,Single,Blue,50,4,1,2,4606.0,0,4606.0,0.857,4181,63,1.032,0.0,40000,40000
721522533,Existing Customer,48,F,4,Graduate,Single,Blue,35,6,3,2,2005.0,1143,862.0,0.824,4311,70,0.591,0.57,0,40000
708558408,Existing Customer,50,M,3,High School,Single,Blue,31,5,3,3,9949.0,1597,8352.0,0.659,3776,83,0.596,0.161,40000,40000
714727833,Attrited Customer,41,F,2,Uneducated,Single,Blue,36,2,2,3,2892.0,2517,375.0,0.777,2257,48,0.714,0.87,0,40000
715856208,Existing Customer,47,M,3,Graduate,Single,Blue,36,5,4,3,1896.0,1119,777.0,0.671,4028,76,0.767,0.59,60000,60000
708944958,Existing Customer,47,M,2,Uneducated,Single,Blue,40,5,2,4,3569.0,1030,2539.0,1.09,4612,75,0.923,0.289,60000,60000
788350908,Existing Customer,38,M,3,Graduate,Single,Blue,31,3,1,3,5362.0,1110,4252.0,0.651,3548,69,0.5,0.207,40000,40000
818322033,Existing Customer,41,F,3,Graduate,Married,Blue,36,6,6,4,2873.0,1247,1626.0,0.889,3943,80,0.702,0.434,0,40000
716288958,Existing Customer,40,M,2,College,Married,Blue,36,3,4,3,7840.0,0,7840.0,0.726,4062,71,0.578,0.0,80000,80000
712347258,Existing Customer,43,F,2,Graduate,Married,Blue,35,3,3,2,2209.0,0,2209.0,0.749,4419,68,0.619,0.0,0,40000
779072733,Existing Customer,36,F,2,College,Married,Blue,17,5,2,2,1971.0,0,1971.0,0.613,4979,77,0.571,0.0,0,40000
710003958,Existing Customer,48,F,5,Post-Graduate,Married,Blue,40,3,3,3,1438.3,665,773.3,0.75,4100,84,0.615,0.462,0,40000
715287708,Existing Customer,41,F,4,Graduate,Married,Blue,33,6,3,2,6230.0,1173,5057.0,0.607,3769,77,0.54,0.188,40000,40000
713535033,Existing Customer,44,M,3,High School,Married,Blue,36,3,3,2,22243.0,1377,20866.0,0.567,3200,91,0.717,0.062,80000,80000
719314683,Existing Customer,50,F,2,Unknown,Divorced,Blue,36,3,2,4,2855.0,527,2328.0,0.678,3645,69,0.605,0.185,0,40000
789293358,Existing Customer,46,F,3,Graduate,Married,Blue,35,3,3,4,7578.0,1794,5784.0,0.62,5328,78,0.625,0.237,0,40000
715974783,Existing Customer,53,M,1,Graduate,Married,Blue,40,4,3,3,4186.0,0,4186.0,0.888,4590,69,0.816,0.0,80000,80000
716134533,Existing Customer,44,M,4,College,Single,Blue,34,4,4,3,22074.0,0,22074.0,1.199,4406,80,0.739,0.0,80000,80000
708834483,Attrited Customer,46,M,2,Doctorate,Married,Blue,29,1,2,5,17667.0,0,17667.0,0.569,1775,42,0.556,0.0,80000,80000
711557508,Existing Customer,51,M,2,Graduate,Single,Blue,40,4,3,0,3532.0,764,2768.0,0.681,4066,74,0.574,0.216,60000,60000
765692658,Existing Customer,49,F,4,Graduate,Single,Blue,42,4,3,4,2162.0,1882,280.0,0.934,3825,70,0.75,0.87,0,40000
815353083,Attrited Customer,44,M,1,College,Divorced,Silver,39,2,3,2,34516.0,2361,32155.0,0.529,1853,36,0.385,0.068,80000,80000
717281658,Existing Customer,52,F,3,Graduate,Divorced,Blue,41,3,3,4,6060.0,1687,4373.0,0.563,3953,65,0.711,0.278,0,40000
787361583,Existing Customer,50,M,4,College,Divorced,Blue,44,4,2,3,13911.0,2160,11751.0,0.73,2204,60,0.667,0.155,60000,60000
709921158,Existing Customer,51,M,1,High School,Single,Blue,36,6,4,4,2281.0,1751,530.0,0.761,4241,76,0.854,0.768,60000,60000
714781908,Existing Customer,43,M,3,Graduate,Single,Blue,35,3,3,2,5652.0,548,5104.0,0.647,3710,70,0.458,0.097,60000,60000
717592758,Attrited Customer,44,F,3,Unknown,Single,Blue,36,3,2,2,1606.0,1578,28.0,0.85,2418,44,0.467,0.983,0,40000
710863308,Existing Customer,48,M,4,Post-Graduate,Married,Blue,29,6,1,2,2916.0,1074,1842.0,0.774,4020,84,0.68,0.368,40000,40000
710592933,Existing Customer,44,F,2,Graduate,Married,Blue,30,3,2,3,9598.0,1092,8506.0,0.6,2216,54,0.588,0.114,0,40000
771881283,Existing Customer,42,M,1,Uneducated,Divorced,Blue,30,3,2,2,18570.0,1892,16678.0,0.748,4036,78,0.773,0.102,60000,60000
708687483,Attrited Customer,54,F,4,Graduate,Single,Silver,36,3,2,3,13626.0,0,13626.0,0.411,1711,30,0.25,0.0,0,40000
719147208,Existing Customer,29,F,2,Unknown,Single,Blue,21,4,3,2,2298.0,0,2298.0,0.776,4814,88,0.63,0.0,0,40000
713184858,Existing Customer,58,F,2,High School,Single,Blue,50,4,3,4,1438.3,818,620.3,0.917,4196,71,1.088,0.569,0,40000
759127158,Existing Customer,48,M,3,College,Married,Blue,35,3,1,3,2592.0,0,2592.0,0.767,4177,85,0.771,0.0,40000,40000
780717483,Existing Customer,51,F,3,High School,Married,Blue,40,6,3,3,7540.0,773,6767.0,0.688,4755,58,0.706,0.103,0,40000
708507483,Existing Customer,43,F,3,College,Divorced,Blue,31,6,4,3,1477.0,0,1477.0,0.756,4802,82,0.864,0.0,0,40000
787617483,Existing Customer,58,F,0,Uneducated,Single,Blue,48,6,2,4,2628.0,1542,1086.0,0.93,4335,76,0.727,0.587,0,40000
768256908,Attrited Customer,45,M,3,Uneducated,Married,Blue,39,3,3,4,8580.0,1636,6944.0,0.393,1880,37,0.233,0.191,0,40000
720168558,Existing Customer,39,F,0,Graduate,Married,Blue,36,3,3,3,2936.0,0,2936.0,0.842,4876,74,0.542,0.0,0,40000
719309133,Existing Customer,56,F,1,Graduate,Married,Blue,51,3,3,4,1438.3,0,1438.3,0.798,3877,70,0.556,0.0,0,40000
721451208,Attrited Customer,54,M,2,Graduate,Single,Silver,45,2,3,2,30540.0,0,30540.0,0.602,1980,36,0.8,0.0,60000,60000
772879158,Existing Customer,47,M,5,High School,Married,Blue,38,4,1,2,7357.0,1069,6288.0,0.77,3943,64,0.641,0.145,60000,60000
712934583,Existing Customer,44,F,4,Uneducated,Married,Silver,36,6,3,0,11879.0,0,11879.0,0.735,3490,62,0.938,0.0,0,40000
710088483,Existing Customer,52,M,3,Uneducated,Married,Blue,40,4,1,3,21877.0,1073,20804.0,0.908,3283,56,1.0,0.049,80000,80000
753534633,Existing Customer,42,M,3,High School,Single,Blue,35,4,3,3,7255.0,0,7255.0,0.9,3148,62,0.824,0.0,60000,60000
710932683,Existing Customer,55,F,2,High School,Single,Blue,36,2,1,2,6394.0,0,6394.0,0.656,3470,69,0.917,0.0,0,40000
714751158,Attrited Customer,49,M,2,High School,Divorced,Blue,36,4,2,4,34516.0,2517,31999.0,0.376,1789,48,0.455,0.073,80000,80000
718109808,Existing Customer,38,M,5,College,Single,Blue,25,4,3,0,5597.0,1118,4479.0,0.753,4599,89,0.648,0.2,60000,60000
713227233,Existing Customer,42,M,4,Graduate,Single,Blue,33,4,2,2,32535.0,0,32535.0,0.792,4374,79,0.795,0.0,80000,80000
718342158,Attrited Customer,38,F,4,Graduate,Single,Blue,26,2,2,2,4391.0,1933,2458.0,0.579,1849,36,0.385,0.44,0,40000
720755658,Existing Customer,42,F,2,Doctorate,Married,Blue,32,6,6,0,1592.0,0,1592.0,0.745,4172,70,0.75,0.0,0,40000
711795633,Existing Customer,65,M,0,Doctorate,Single,Blue,52,3,3,4,3675.0,0,3675.0,0.664,3798,53,0.472,0.0,0,40000
716564433,Attrited Customer,53,F,1,Graduate,Single,Blue,36,3,2,4,4287.0,0,4287.0,0.294,1635,41,0.242,0.0,0,40000
719530158,Existing Customer,57,M,1,Graduate,Single,Blue,44,3,3,2,9843.0,1273,8570.0,0.563,3677,66,0.571,0.129,60000,60000
